	ID	Predicted_Category
4033	12029	Football
4034	6253	Football
4035	12651	Football
4036	3399	Football
4037	468	Football
4038	7098	Football
4039	9136	Football
4040	2027	Film
4041	14528	Business
4042	9394	Film
4043	12917	Football
4044	9879	Football
4045	3608	Football
4046	6213	Football
4047	8529	Football
4048	3461	Football
4049	8995	Football
4050	9451	Football
4051	8220	Football
4052	12099	Football
4053	13053	Football
4054	2624	Football
4055	7301	Football
4056	6819	Football
4057	1087	Football
4058	625	Football
4059	15068	Football
4060	1644	Football
4061	10379	Football
4062	4789	Football
4063	4282	Football
4064	7139	Business
4065	14376	Football
4066	7010	Football
4067	3825	Football
4068	14053	Football
4069	13640	Football
4070	3435	Football
4071	7296	Football
4072	14596	Football
4073	11567	Football
4074	6198	Football
4075	10112	Football
4076	14745	Football
4077	9075	Football
4078	5376	Football
4079	10259	Football
4080	5716	Football
4081	1794	Football
4082	629	Football
4083	6191	Football
4084	12201	Football
4085	15142	Football
4086	11787	Football
4087	1590	Football
4088	1435	Football
4089	4004	Football
4090	9605	Football
4091	12760	Football
4092	10846	Football
4093	386	Football
4094	618	Football
4095	13629	Football
4096	10122	Football
4097	7042	Football
4098	3767	Football
4099	4079	Football
4100	13843	Football
4101	13795	Football
4102	13138	Football
4103	13917	Football
4104	6697	Football
4105	11846	Football
4106	1739	Football
4107	13798	Football
4108	10487	Football
4109	11808	Football
4110	10253	Football
4111	3011	Business
4112	10728	Football
4113	832	Football
4114	11086	Technology
4115	14166	Politics
4116	14242	Football
4117	2581	Technology
4118	676	Technology
4119	9370	Film
4120	8598	Technology
4121	14129	Business
4122	10742	Technology
4123	11106	Technology
4124	949	Business
4125	13419	Technology
4126	1477	Football
4127	9925	Technology
4128	2791	Technology
4129	12725	Business
4130	212	Business
4131	3760	Technology
4132	9810	Technology
4133	14590	Business
4134	3315	Technology
4135	14169	Technology
4136	13833	Football
4137	8005	Technology
4138	2990	Technology
4139	9937	Technology
4140	13818	Technology
4141	1937	Business
4142	13176	Business
4143	10060	Technology
4144	6545	Technology
4145	14418	Technology
4146	8738	Business
4147	11872	Technology
4148	13260	Technology
4149	1125	Technology
4150	8470	Technology
4151	10650	Technology
4152	10155	Business
4153	10073	Business
4154	9983	Business
4155	9930	Technology
4156	11729	Business
4157	497	Technology
4158	11864	Business
4159	13952	Technology
4160	1633	Technology
4161	14527	Business
4162	5207	Technology
4163	5508	Business
4164	11118	Business
4165	2579	Business
4166	2567	Business
4167	5282	Business
4168	7582	Business
4169	6204	Film
4170	1786	Business
4171	476	Technology
4172	3815	Film
4173	13919	Business
4174	1375	Business
4175	11101	Business
4176	11208	Film
4177	4221	Technology
4178	6375	Technology
4179	4516	Technology
4180	11693	Film
4181	8574	Business
4182	4231	Film
4183	13883	Film
4184	13596	Film
4185	5498	Business
4186	5532	Film
4187	7977	Film
4188	10325	Film
4189	15270	Film
4190	13630	Film
4191	10554	Film
4192	15280	Business
4193	6033	Film
4194	6205	Film
4195	11021	Film
4196	4417	Football
4197	15318	Film
4198	1961	Film
4199	4697	Film
4200	13605	Film
4201	11318	Film
4202	5862	Film
4203	8273	Film
4204	13099	Film
4205	3133	Film
4206	9463	Film
4207	12027	Film
4208	4017	Film
4209	9979	Film
4210	3955	Film
4211	5655	Film
4212	13784	Business
4213	14600	Film
4214	13700	Business
4215	211	Film
4216	6576	Film
4217	1796	Business
4218	14273	Film
4219	8477	Film
4220	12712	Film
4221	8555	Film
4222	15241	Film
4223	7651	Film
4224	8061	Film
4225	5779	Business
4226	3920	Film
4227	11880	Film
4228	3115	Film
4229	9778	Film
4230	13662	Film
4231	4160	Film
4232	5114	Film
4233	11605	Film
4234	14407	Film
4235	13348	Business
4236	3750	Politics
4237	13638	Film
4238	2003	Film
4239	2077	Film
4240	12889	Film
4241	11874	Film
4242	7683	Film
4243	7567	Film
4244	3206	Film
4245	11491	Film
4246	10945	Film
4247	10993	Film
4248	8944	Film
4249	10864	Film
4250	4389	Film
4251	14908	Film
4252	7245	Technology
4253	10176	Film
4254	15231	Film
4255	179	Film
4256	4080	Film
4257	7723	Film
4258	1202	Film
4259	8180	Film
4260	13790	Film
4261	278	Film
4262	2707	Film
4263	4337	Film
4264	4967	Film
4265	15061	Film
4266	3480	Film
4267	14361	Film
4268	7660	Film
4269	6129	Film
4270	6767	Film
4271	2088	Film
4272	15001	Film
4273	2795	Film
4274	9472	Business
4275	947	Business
4276	4778	Film
4277	10996	Politics
4278	14523	Politics
4279	13159	Business
4280	372	Business
4281	13886	Business
4282	1993	Business
4283	11924	Business
4284	12175	Business
4285	7173	Politics
4286	6494	Business
4287	4578	Business
4288	7585	Business
4289	14002	Politics
4290	14888	Business
4291	11728	Business
4292	2334	Business
4293	6552	Business
4294	3340	Business
4295	439	Business
4296	1049	Business
4297	7395	Business
4298	9723	Business
4299	9748	Business
4300	2218	Business
4301	5171	Business
4302	445	Business
4303	12091	Business
4304	2344	Technology
4305	11248	Politics
4306	2767	Technology
4307	11505	Business
4308	12958	Business
4309	3181	Film
4310	1939	Business
4311	15134	Business
4312	7674	Business
4313	2623	Politics
4314	5467	Business
4315	6863	Business
4316	5057	Politics
4317	4612	Business
4318	12775	Football
4319	3875	Football
4320	435	Football
4321	13766	Business
4322	1007	Technology
4323	7910	Technology
4324	991	Football
4325	14367	Politics
4326	2319	Film
4327	10458	Technology
4328	8916	Film
4329	812	Technology
4330	12304	Business
4331	4486	Business
4332	8451	Politics
4333	9989	Politics
4334	1983	Football
4335	4026	Business
4336	12756	Film
4337	6294	Technology
4338	6737	Technology
4339	12485	Film
4340	11987	Football
4341	8974	Football
4342	2236	Football
4343	15169	Football
4344	4308	Football
4345	5094	Football
4346	11482	Technology
4347	8232	Technology
4348	5665	Football
4349	981	Football
4350	11558	Football
4351	1135	Business
4352	2126	Technology
4353	10777	Football
4354	3098	Football
4355	2363	Football
4356	1393	Football
4357	2438	Football
4358	1344	Football
4359	3818	Football
4360	2518	Football
4361	12822	Football
4362	883	Football
4363	10297	Football
4364	11343	Football
4365	6869	Football
4366	1820	Technology
4367	4025	Business
4368	2025	Business
4369	9085	Football
4370	6975	Business
4371	7961	Technology
4372	12680	Film
4373	6326	Film
4374	7520	Film
4375	1932	Film
4376	11004	Business
4377	4318	Business
4378	8600	Business
4379	7888	Business
4380	8026	Technology
4381	702	Politics
4382	5239	Politics
4383	4929	Politics
4384	4737	Politics
4385	7019	Politics
4386	352	Business
4387	11862	Football
4388	13367	Politics
4389	11763	Film
4390	14340	Politics
4391	10455	Technology
4392	5024	Film
4393	2711	Film
4394	3228	Technology
4395	12312	Film
4396	1179	Film
4397	480	Film
4398	8147	Film
4399	8249	Technology
4400	13202	Film
4401	13281	Technology
4402	2540	Film
4403	15046	Technology
4404	9323	Business
4405	8070	Technology
4406	241	Film
4407	581	Film
4408	7005	Film
4409	10314	Business
4410	5061	Business
4411	3231	Business
4412	7614	Business
4413	7744	Politics
4414	1165	Politics
4415	1995	Politics
4416	6739	Business
4417	8084	Business
4418	2593	Business
4419	4668	Business
4420	9177	Politics
4421	2847	Business
4422	7025	Business
4423	6587	Business
4424	12158	Business
4425	5729	Business
4426	7972	Business
4427	3504	Business
4428	12456	Politics
4429	2251	Business
4430	14875	Business
4431	10975	Business
4432	3870	Business
4433	2327	Politics
4434	7758	Politics
4435	10322	Business
4436	5684	Business
4437	61	Politics
4438	6303	Business
4439	14772	Business
4440	8998	Business
4441	11028	Business
4442	5370	Business
4443	4846	Business
4444	4868	Business
4445	8247	Business
4446	8151	Business
4447	13665	Business
4448	4779	Business
4449	264	Business
4450	7518	Business
4451	5759	Business
4452	4922	Business
4453	3071	Business
4454	5150	Business
4455	3817	Business
4456	1297	Politics
4457	13674	Business
4458	4450	Business
4459	532	Business
4460	13973	Politics
4461	8311	Business
4462	13615	Business
4463	8200	Business
4464	10798	Business
4465	1474	Business
4466	117	Business
4467	9853	Business
4468	9809	Business
4469	2689	Business
4470	2744	Business
4471	8901	Football
4472	11548	Business
4473	1930	Business
4474	11282	Business
4475	11770	Business
4476	13224	Politics
4477	14678	Business
4478	13980	Business
4479	11732	Film
4480	2572	Business
4481	6617	Technology
4482	460	Technology
4483	6308	Politics
4484	453	Politics
4485	763	Film
4486	5279	Technology
4487	7077	Technology
4488	15043	Technology
4489	15207	Film
4490	12004	Film
4491	13320	Business
4492	4193	Football
4493	1132	Football
4494	13922	Business
4495	6175	Business
4496	145	Football
4497	14573	Film
4498	4980	Business
4499	1936	Business
4500	6103	Business
4501	14970	Business
4502	6647	Technology
4503	2992	Technology
4504	6155	Football
4505	6547	Business
4506	14139	Technology
4507	1659	Business
4508	4879	Business
4509	9591	Business
4510	7667	Business
4511	5343	Business
4512	9644	Technology
4513	12737	Technology
4514	8119	Film
4515	11786	Technology
4516	6240	Politics
4517	11664	Politics
4518	7517	Technology
4519	9413	Technology
4520	2758	Technology
4521	7407	Politics
4522	7652	Technology
4523	6875	Business
4524	9575	Politics
4525	3443	Technology
4526	7326	Business
4527	5984	Politics
4528	1929	Business
4529	15176	Politics
4530	6948	Film
4531	3057	Politics
4532	2980	Business
4533	5170	Politics
4534	2364	Film
4535	13385	Business
4536	2786	Film
4537	14235	Film
4538	8002	Business
4539	2017	Business
4540	9185	Technology
4541	348	Business
4542	13950	Film
4543	207	Football
4544	12915	Football
4545	3891	Film
4546	1001	Film
4547	9828	Film
4548	4171	Film
4549	4175	Politics
4550	88	Football
4551	5588	Business
4552	4762	Football
4553	6437	Football
4554	13637	Football
4555	11111	Business
4556	6151	Business
4557	8006	Business
4558	3292	Business
4559	2094	Film
4560	7231	Business
4561	14920	Business
4562	11105	Politics
4563	11800	Politics
4564	742	Business
4565	5747	Business
4566	1168	Politics
4567	12324	Politics
4568	10036	Technology
4569	4952	Technology
4570	2292	Business
4571	14844	Business
4572	1241	Politics
4573	3814	Business
4574	8909	Film
4575	5005	Business
4576	3899	Politics
4577	12650	Politics
4578	723	Politics
4579	6461	Politics
4580	7008	Politics
4581	4120	Politics
4582	7598	Football
4583	15073	Football
4584	6010	Politics
4585	13027	Politics
4586	3404	Politics
4587	2389	Politics
4588	1898	Politics
4589	6817	Politics
4590	1582	Politics
4591	4904	Business
4592	2256	Politics
4593	14250	Politics
4594	14318	Business
4595	6376	Technology
4596	9617	Politics
4597	1410	Business
4598	1836	Business
4599	12570	Business
4600	5386	Business
4601	14117	Politics
4602	12209	Business
4603	6957	Politics
4604	2710	Politics
4605	15247	Film
4606	14575	Politics
4607	11415	Politics
4608	2903	Politics
4609	14515	Politics
4610	7906	Politics
4611	8754	Politics
4612	3455	Politics
4613	13587	Politics
4614	597	Politics
4615	14462	Politics
4616	8578	Politics
4617	3287	Business
4618	12113	Business
4619	2724	Politics
4620	5632	Politics
4621	11296	Politics
4622	2830	Politics
4623	8522	Politics
4624	8274	Politics
4625	10023	Politics
4626	12056	Politics
4627	4638	Politics
4628	6906	Politics
4629	10724	Politics
4630	6886	Politics
4631	2458	Business
4632	5907	Football
4633	12536	Business
4634	12706	Politics
4635	1232	Politics
4636	2695	Football
4637	13081	Business
4638	6245	Politics
4639	416	Politics
4640	13545	Politics
4641	11896	Business
4642	14344	Football
4643	7545	Business
4644	5735	Politics
4645	8634	Business
4646	14409	Politics
4647	4633	Politics
4648	6995	Politics
4649	15168	Politics
4650	10603	Business
4651	3219	Politics
4652	6222	Business
4653	15077	Politics
4654	8688	Politics
4655	3778	Business
4656	3531	Business
4657	14951	Business
4658	13737	Politics
4659	7309	Business
4660	9999	Business
4661	13619	Politics
4662	6158	Business
4663	13498	Politics
4664	1339	Politics
4665	13806	Politics
4666	10347	Business
4667	7217	Business
4668	15080	Business
4669	6190	Business
4670	6741	Business
4671	1293	Politics
4672	14924	Business
4673	15262	Business
4674	8163	Politics
4675	7140	Business
4676	8882	Politics
4677	7365	Business
4678	69	Business
4679	5844	Business
4680	4948	Business
4681	9005	Business
4682	9924	Business
4683	3174	Business
4684	14125	Business
4685	15194	Business
4686	7561	Politics
4687	5951	Politics
4688	5388	Politics
4689	11442	Business
4690	13240	Business
4691	11155	Business
4692	2114	Politics
4693	5147	Business
4694	1384	Business
4695	9914	Business
4696	10786	Business
4697	6363	Politics
4698	2001	Business
4699	14820	Business
4700	6097	Politics
4701	12762	Politics
4702	10255	Politics
4703	14761	Business
4704	13728	Politics
4705	5869	Politics
4706	5576	Politics
4707	4108	Business
4708	12789	Politics
4709	12788	Business
4710	560	Business
4711	3996	Business
4712	13408	Business
4713	8930	Politics
4714	2102	Politics
4715	2898	Business
4716	6430	Business
4717	7763	Business
4718	321	Film
4719	1596	Business
4720	1670	Business
4721	3585	Business
4722	6598	Football
4723	5858	Business
4724	2167	Business
4725	10541	Business
4726	5926	Politics
4727	2951	Business
4728	12755	Business
4729	7544	Film
4730	3276	Politics
4731	6399	Business
4732	14938	Film
4733	9108	Business
4734	13155	Politics
4735	6297	Business
4736	60	Business
4737	3650	Business
4738	5902	Business
4739	10220	Business
4740	3558	Business
4741	2931	Business
4742	3281	Business
4743	12704	Business
4744	5087	Business
4745	244	Business
4746	7512	Business
4747	3532	Business
4748	9087	Business
4749	2321	Business
4750	1919	Business
4751	2260	Business
4752	6489	Politics
4753	4996	Politics
4754	13422	Business
4755	6729	Business
4756	3744	Business
4757	14286	Business
4758	13744	Business
4759	13376	Business
4760	9124	Business
4761	2640	Business
4762	351	Film
4763	744	Technology
4764	5486	Business
4765	8303	Business
4766	7158	Business
4767	1397	Business
4768	11035	Business
4769	14036	Football
4770	6028	Technology
4771	71	Business
4772	14852	Film
4773	1427	Business
4774	7292	Politics
4775	7212	Business
4776	1421	Politics
4777	10749	Politics
4778	14997	Business
4779	13203	Politics
4780	4058	Politics
4781	9590	Film
4782	2937	Business
4783	15292	Politics
4784	7451	Business
4785	8519	Business
4786	220	Business
4787	3127	Business
4788	870	Business
4789	7785	Business
4790	1379	Business
4791	9630	Technology
4792	3935	Politics
4793	2396	Politics
4794	12677	Business
4795	4460	Politics
4796	8870	Politics
4797	6645	Business
4798	9163	Business
4799	7560	Politics
4800	1376	Politics
4801	1573	Politics
4802	1133	Politics
4803	7079	Politics
4804	6389	Politics
4805	2746	Business
4806	13082	Politics
4807	8324	Film
4808	13255	Politics
4809	562	Politics
4810	5562	Business
4811	3588	Business
4812	10063	Politics
4813	9480	Politics
4814	6900	Business
4815	15218	Business
4816	1823	Business
4817	6662	Business
4818	7905	Business
4819	2563	Business
4820	1383	Business
4821	14518	Business
4822	619	Politics
4823	6275	Business
4824	520	Business
4825	3465	Politics
4826	3044	Politics
4827	5038	Business
4828	9343	Politics
4829	3590	Business
4830	79	Politics
4831	12901	Business
4832	11456	Business
4833	13927	Business
4834	1757	Politics
4835	8727	Business
4836	13739	Business
4837	1546	Politics
4838	5839	Politics
4839	12710	Business
4840	14857	Business
4841	14777	Business
4842	10822	Business
4843	10630	Business
4844	4217	Politics
4845	11564	Business
4846	10849	Politics
4847	9618	Business
4848	9711	Politics
4849	3085	Business
4850	15097	Business
4851	14055	Business
4852	5234	Politics
4853	12049	Politics
4854	1025	Business
4855	3583	Business
4856	10794	Business
4857	1016	Politics
4858	8987	Politics
4859	11408	Politics
4860	1738	Business
4861	10941	Politics
4862	4626	Politics
4863	14849	Politics
4864	11135	Politics
4865	11827	Technology
4866	12421	Business
4867	8435	Football
4868	4324	Business
4869	608	Politics
4870	5749	Technology
4871	7334	Football
4872	8313	Technology
4873	3496	Business
4874	4925	Business
4875	9669	Technology
4876	11807	Film
4877	11375	Film
4878	6322	Technology
4879	14085	Football
4880	2858	Technology
4881	10652	Football
4882	8430	Football
4883	670	Technology
4884	9040	Film
4885	4239	Technology
4886	7242	Football
4887	11070	Business
4888	852	Technology
4889	15291	Technology
4890	11956	Football
4891	5484	Politics
4892	10518	Business
4893	7360	Business
4894	3482	Film
4895	10506	Politics
4896	7354	Politics
4897	710	Politics
4898	9888	Politics
4899	5976	Politics
4900	4140	Business
4901	13484	Business
4902	8441	Politics
4903	1912	Politics
4904	9760	Business
4905	7223	Business
4906	9671	Business
4907	7097	Politics
4908	8302	Business
4909	12149	Business
4910	14333	Politics
4911	14955	Politics
4912	154	Politics
4913	10699	Politics
4914	13553	Film
4915	165	Film
4916	4975	Business
4917	11357	Business
4918	4228	Film
4919	2929	Film
4920	15198	Business
4921	8168	Business
4922	10101	Business
4923	5043	Film
4924	4388	Film
4925	3628	Film
4926	7988	Film
4927	3622	Film
4928	9600	Film
4929	10029	Film
4930	14710	Film
4931	2939	Business
4932	6428	Film
4933	9203	Film
4934	14332	Politics
4935	14013	Politics
4936	10419	Politics
4937	7118	Politics
4938	3456	Film
4939	3516	Film
4940	7922	Politics
4941	15246	Politics
4942	3826	Politics
4943	12264	Film
4944	10604	Politics
4945	9643	Politics
4946	12291	Politics
4947	956	Business
4948	4478	Film
4949	7332	Film
4950	3437	Politics
4951	2577	Film
4952	4016	Politics
4953	3728	Politics
4954	4220	Politics
4955	6466	Film
4956	5814	Politics
4957	8518	Film
4958	5739	Film
4959	7702	Film
4960	10772	Film
4961	6641	Film
4962	15086	Football
4963	8131	Film
4964	2765	Film
4965	2092	Film
4966	14981	Film
4967	3816	Film
4968	2061	Film
4969	919	Film
4970	9107	Politics
4971	13808	Politics
4972	3238	Film
4973	9104	Film
4974	116	Politics
4975	5773	Film
4976	10421	Politics
4977	2806	Film
4978	205	Film
4979	2470	Politics
4980	7771	Film
4981	11054	Film
4982	2397	Football
4983	2310	Film
4984	2683	Film
4985	263	Film
4986	13848	Film
4987	973	Politics
4988	3431	Film
4989	11912	Film
4990	2793	Film
4991	10132	Film
4992	2972	Film
4993	13377	Politics
4994	14619	Film
4995	6119	Film
4996	11672	Film
4997	10994	Film
4998	11720	Film
4999	13080	Film
5000	15217	Film
5001	2480	Film
5002	7348	Film
5003	4594	Business
5004	9623	Film
5005	4408	Film
5006	11778	Film
5007	3082	Film
5008	5569	Film
5009	6450	Film
5010	11543	Film
5011	10790	Film
5012	9610	Business
5013	6100	Film
5014	13822	Film
5015	10254	Business
5016	6749	Film
5017	4769	Film
5018	7263	Film
5019	5258	Film
5020	8562	Film
5021	915	Film
5022	11217	Film
5023	10739	Politics
5024	8734	Politics
5025	10181	Business
5026	3296	Film
5027	11840	Film
5028	9681	Film
5029	518	Film
5030	13936	Film
5031	3642	Football
5032	781	Business
5033	1366	Politics
5034	5646	Business
5035	11947	Football
5036	6017	Politics
5037	9928	Business
5038	6582	Film
5039	11328	Business
5040	1226	Technology
5041	555	Politics
5042	1057	Business
5043	4418	Football
5044	2042	Business
5045	3987	Business
5046	5642	Business
5047	5783	Business
5048	7704	Politics
5049	13791	Politics
5050	9357	Business
5051	4369	Film
5052	15050	Film
5053	15306	Film
5054	9080	Technology
5055	9485	Business
5056	15271	Film
5057	840	Politics
5058	11875	Politics
5059	15007	Politics
5060	12067	Politics
5061	13471	Politics
5062	11046	Politics
5063	6646	Politics
5064	10111	Politics
5065	8838	Politics
5066	11579	Politics
5067	217	Business
5068	2184	Politics
5069	9285	Politics
5070	8422	Business
5071	14994	Politics
5072	9756	Business
5073	1696	Business
5074	4649	Film
5075	3090	Film
5076	3244	Film
5077	13986	Film
5078	8837	Film
5079	1274	Film
5080	76	Film
5081	4344	Film
5082	9161	Business
5083	8741	Film
5084	2121	Business
5085	7062	Football
5086	95	Business
5087	13062	Film
5088	13374	Film
5089	12475	Film
5090	4741	Film
5091	12354	Film
5092	942	Film
5093	2886	Football
5094	1453	Film
5095	354	Film
5096	11544	Film
5097	7866	Film
5098	903	Politics
5099	1635	Film
5100	9735	Business
5101	9729	Football
5102	14640	Football
5103	2995	Football
5104	14757	Football
5105	11550	Business
5106	13520	Football
5107	12552	Politics
5108	10408	Business
5109	13064	Football
5110	14189	Politics
5111	14503	Business
5112	6165	Football
5113	6586	Football
5114	4245	Football
5115	6618	Football
5116	7386	Football
5117	11743	Football
5118	8238	Business
5119	9769	Football
5120	7538	Football
5121	13249	Football
5122	10911	Football
5123	13714	Football
5124	6252	Football
5125	3249	Football
5126	1	Football
5127	5266	Football
5128	5608	Football
5129	13209	Football
5130	8292	Football
5131	9906	Film
5132	2602	Football
5133	13089	Football
5134	14146	Football
5135	8167	Football
5136	9094	Football
5137	13867	Football
5138	7780	Business
5139	11251	Film
5140	1109	Football
5141	7924	Football
5142	4901	Football
5143	10936	Football
5144	4306	Football
5145	5720	Football
5146	9187	Football
5147	6491	Football
5148	4723	Football
5149	6938	Politics
5150	14137	Football
5151	15196	Football
5152	2986	Football
5153	8007	Football
5154	13710	Football
5155	8297	Football
5156	8851	Football
5157	14075	Football
5158	11817	Football
5159	6606	Football
5160	14034	Football
5161	13680	Football
5162	668	Football
5163	4494	Football
5164	10576	Football
5165	11063	Football
5166	805	Football
5167	10386	Football
5168	4968	Football
5169	10564	Football
5170	13758	Football
5171	1491	Football
5172	4307	Football
5173	4857	Football
5174	4937	Football
5175	12643	Football
5176	12001	Football
5177	1281	Football
5178	3535	Football
5179	6230	Business
5180	2402	Football
5181	6883	Football
5182	5091	Football
5183	12690	Football
5184	2376	Football
5185	9637	Football
5186	2862	Football
5187	5211	Football
5188	4696	Football
5189	8094	Football
5190	4351	Football
5191	8299	Football
5192	11929	Football
5193	10741	Business
5194	12807	Football
5195	8118	Football
5196	8130	Football
5197	7786	Football
5198	3428	Football
5199	4493	Politics
5200	12184	Football
5201	2070	Football
5202	11677	Business
5203	764	Business
5204	2617	Football
5205	8871	Business
5206	7398	Business
5207	13334	Football
5208	10031	Football
5209	2048	Business
5210	10150	Football
5211	9404	Football
5212	3637	Business
5213	4315	Football
5214	14404	Football
5215	10525	Football
5216	1767	Football
5217	11768	Football
5218	9312	Business
5219	12770	Football
5220	10281	Football
5221	5446	Football
5222	9062	Business
5223	5213	Football
5224	9673	Politics
5225	2125	Football
5226	11179	Football
5227	6379	Business
5228	4692	Politics
5229	1277	Business
5230	13482	Business
5231	12053	Film
5232	6922	Business
5233	1261	Business
5234	13763	Business
5235	14791	Football
5236	1816	Politics
5237	11614	Football
5238	14554	Business
5239	8000	Football
5240	8907	Technology
5241	3807	Politics
5242	4870	Business
5243	1354	Politics
5244	8862	Business
5245	11337	Football
5246	11288	Politics
5247	11224	Politics
5248	13439	Film
5249	721	Film
5250	128	Film
5251	5068	Business
5252	2398	Football
5253	9934	Business
5254	14216	Film
5255	13220	Business
5256	2091	Film
5257	8050	Film
5258	8413	Film
5259	1318	Business
5260	10974	Politics
5261	10343	Politics
5262	10271	Film
5263	1472	Film
5264	3361	Football
5265	3755	Football
5266	4063	Football
5267	466	Football
5268	12518	Football
5269	14297	Football
5270	11018	Business
5271	1237	Football
5272	327	Football
5273	10342	Politics
5274	2406	Football
5275	10787	Business
5276	4860	Politics
5277	4259	Politics
5278	2312	Politics
5279	12141	Politics
5280	6833	Business
5281	8129	Business
5282	953	Business
5283	7485	Business
5284	8258	Politics
5285	399	Politics
5286	12300	Politics
5287	4127	Business
5288	3328	Politics
5289	913	Politics
5290	2918	Politics
5291	4384	Business
5292	11760	Politics
5293	15245	Politics
5294	8889	Business
5295	5795	Business
5296	9371	Politics
5297	11358	Business
5298	1861	Business
5299	9259	Politics
5300	4755	Business
5301	13332	Football
5302	9138	Film
5303	7838	Politics
5304	8465	Business
5305	9801	Politics
5306	1138	Business
5307	14267	Politics
5308	7781	Politics
5309	6692	Business
5310	8729	Politics
5311	12769	Politics
5312	6937	Politics
5313	13692	Film
5314	8774	Politics
5315	10721	Business
5316	12924	Politics
5317	13653	Politics
5318	5032	Politics
5319	1959	Politics
5320	4027	Politics
5321	5969	Politics
5322	1289	Politics
5323	3083	Politics
5324	1037	Business
5325	1783	Politics
5326	7336	Politics
5327	1787	Business
5328	1114	Business
5329	12757	Politics
5330	11645	Politics
5331	3348	Politics
5332	12812	Politics
5333	1911	Business
5334	6061	Business
5335	632	Politics
5336	14474	Business
5337	5009	Business
5338	502	Business
5339	6854	Politics
5340	8701	Business
5341	3805	Football
5342	9798	Politics
5343	14144	Politics
5344	15242	Film
5345	9271	Politics
5346	4191	Politics
5347	813	Politics
5348	6185	Politics
5349	8820	Business
5350	7543	Business
5351	9753	Film
5352	5557	Politics
5353	10585	Football
5354	5260	Football
5355	9502	Football
5356	7479	Football
5357	12115	Football
5358	6055	Football
5359	8235	Football
5360	8707	Football
5361	7945	Football
5362	9331	Football
5363	13429	Football
5364	1896	Football
5365	8406	Football
5366	5332	Football
5367	6562	Football
5368	7037	Football
5369	11984	Football
5370	4499	Football
5371	14258	Football
5372	12694	Football
5373	1196	Football
5374	6472	Football
5375	6561	Football
5376	8309	Football
5377	12713	Football
5378	5618	Football
5379	4023	Football
5380	5000	Football
5381	3103	Football
5382	12993	Football
5383	12047	Football
5384	2909	Football
5385	14070	Football
5386	2991	Football
5387	6543	Football
5388	3579	Football
5389	9819	Football
5390	10265	Football
5391	11374	Football
5392	5156	Football
5393	6524	Football
5394	10662	Football
5395	9261	Football
5396	5922	Football
5397	1817	Football
5398	8257	Football
5399	2613	Football
5400	11966	Film
5401	15165	Football
5402	3518	Football
5403	8764	Football
5404	9818	Football
5405	9418	Football
5406	4032	Football
5407	10696	Football
5408	5426	Football
5409	6109	Football
5410	12752	Football
5411	6619	Football
5412	11348	Football
5413	14988	Business
5414	8864	Football
5415	13864	Film
5416	14168	Football
5417	10611	Football
5418	12795	Business
5419	10349	Football
5420	3609	Football
5421	12949	Football
5422	10184	Football
5423	10711	Football
5424	3853	Football
5425	3502	Football
5426	4654	Business
5427	1720	Football
5428	11198	Football
5429	6873	Football
5430	1626	Football
5431	7714	Football
5432	14451	Football
5433	10210	Football
5434	12165	Football
5435	2054	Football
5436	3241	Football
5437	853	Football
5438	4253	Football
5439	1902	Football
5440	13265	Football
5441	14512	Football
5442	1031	Football
5443	5364	Football
5444	15253	Football
5445	5447	Football
5446	1078	Football
5447	13844	Football
5448	9813	Football
5449	11684	Football
5450	12551	Football
5451	6766	Football
5452	5892	Football
5453	13395	Football
5454	8336	Football
5455	9541	Football
5456	10766	Film
5457	1532	Football
5458	881	Football
5459	15185	Film
5460	5411	Film
5461	9139	Film
5462	10166	Business
5463	11340	Football
5464	9508	Football
5465	13137	Football
5466	4672	Film
5467	902	Film
5468	821	Film
5469	2120	Technology
5470	10618	Business
5471	15141	Football
5472	9363	Football
5473	3969	Football
5474	3182	Film
5475	3522	Film
5476	5727	Film
5477	14138	Technology
5478	11811	Film
5479	15002	Film
5480	10933	Film
5481	1608	Football
5482	3632	Football
5483	2859	Football
5484	7947	Technology
5485	3425	Technology
5486	5673	Football
5487	2911	Football
5488	1809	Film
5489	13666	Technology
5490	1795	Technology
5491	2851	Football
5492	2666	Football
5493	3780	Business
5494	4738	Technology
5495	9197	Football
5496	8549	Football
5497	10305	Football
5498	11592	Football
5499	14088	Football
5500	10498	Football
5501	2756	Football
5502	9255	Technology
5503	7382	Technology
5504	11103	Football
5505	14744	Football
5506	7273	Football
5507	13507	Football
5508	5131	Football
5509	10876	Football
5510	169	Football
5511	9457	Football
5512	4562	Football
5513	11236	Football
5514	12123	Football
5515	6556	Film
5516	7106	Football
5517	13984	Football
5518	2522	Football
5519	1148	Football
5520	15051	Politics
5521	14470	Football
5522	894	Football
5523	5605	Football
5524	6690	Football
5525	15191	Business
5526	221	Football
5527	121	Football
5528	3387	Football
5529	13540	Football
5530	10673	Football
5531	10130	Football
5532	503	Football
5533	13887	Football
5534	11586	Football
5535	1205	Football
5536	7992	Football
5537	5100	Football
5538	3304	Football
5539	10654	Football
5540	3731	Football
5541	14423	Football
5542	4782	Football
5543	4296	Football
5544	9113	Football
5545	4724	Football
5546	1887	Football
5547	13324	Football
5548	14883	Football
5549	58	Football
5550	12730	Politics
5551	3107	Football
5552	6966	Football
5553	682	Football
5554	4325	Football
